年度,問句,問題類別
2024,借還書規則,借還書與流通服務
2024,我要選總統,其他
2024,如何預約書,館藏查詢
2024,借還書規則,借還書與流通服務
2024,我喜歡你,客服機機人
2024,圖書館可以借相機嗎,空間與設備
2024,有租借相機的服務嗎,空間與設備
2024,呼叫小Q,客服機機人
2024,呼叫小Ｑ,客服機機人
2024,電子期刊介紹,電子資源與系統登入
2024,預約導覽,圖書館推廣與展演活動
2024,校外人士進館,校外人士與校友服務
2024,如何下載安裝Endnote,電子資源與系統登入
2024,近三年Scopus資料庫收錄之學術期刊論文之被引用次數,幫忙找資料
2024,呼叫小Ｑ,客服機機人
2024,館藏是什麼,館藏查詢
2024,我要查館藏,館藏查詢
2024,我要查館藏,館藏查詢
2024,雲端圖書館,電子資源與系統登入
2024,X先生要怎麼找,館藏查詢
2024,校史館開館時間,開館時間與空間指引
2024,小書僮,客服機機人
2024,按下一步後 都沒有收到點選信件的帳戶設定連結，需在 24 小時內完成設定,電子資源與系統登入
2024,在Turnitin論文比對系統中的第2步,學位論文與比對系統
2024,開館日期及時間,開館時間與空間指引
2024,台北分館地址,行政庶務
2024,想請問電子閱讀器,空間與設備
2024,呼叫小Q,客服機機人
2024,呼叫小Q,客服機機人
2024,借還書規則,借還書與流通服務
2024,校外人士進館,校外人士與校友服務
2024,你好，是只能高中以上學生申請，社會人士可以申請嗎？ 謝謝,校外人士與校友服務
2024,校外人士進館,校外人士與校友服務
2024,討論室預約,空間與設備
2024,呼叫小Q,客服機機人
2024,詢問台,行政庶務
2024,查詢個人借閱紀錄,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,如何借閱電子雜誌,電子資源與系統登入
2024,電子雜誌,電子資源與系統登入
2024,如何查找電子資料庫、期刊,電子資源與系統登入
2024,借閱Time magazine,幫忙找資料
2024,期刊的墊子資料庫,電子資源與系統登入
2024,討論室預約,空間與設備
2024,校外人士進館,校外人士與校友服務
2024,小書僮,客服機機人
2024,NBINet,館藏查詢
2024,借閱冊數,借還書與流通服務
2024,NBINet,館藏查詢
2024,比對系統報告要等多久,學位論文與比對系統
2024,我第一次提交跟第二次相隔一分鐘   總共2次而已,學位論文與比對系統
2024,您好  我剛剛跑比對  但已經十分鐘一直沒有出現比對報告,學位論文與比對系統
2024,呼叫小Q,客服機機人
2024,借還書規則,借還書與流通服務
2024,呼叫小Q,客服機機人
2024,我要尋找x先生,行政庶務
2024,呼叫小1,客服機機人
2024,呼叫小Q,客服機機人
2024,借還書規則,借還書與流通服務
2024,借書有限定時間嗎,借還書與流通服務
2024,請問借書機在哪裡呢,空間與設備
2024,借還書規則,借還書與流通服務
2024,Ieee,電子資源與系統登入
2024,論文電子檔如何加密,學位論文與比對系統
2024,借還書規則,借還書與流通服務
2024,詢問小Q,客服機機人
2024,呼叫小Q,客服機機人
2024,呼叫小Q,客服機機人
2024,討論教室,空間與設備
2024,討論室使用結束要幹嘛嗎,空間與設備
2024,圖書館收小說嗎?,資源推薦購買
2024,大一或轉學生可以申請工讀嗎？,工讀招募
2024,學期中能加工讀嗎,工讀招募
2024,誰是小Q,客服機機人
2024,X先生,行政庶務
2024,辦臨時閱覽證,校外人士與校友服務
2024,endnote下載,電子資源與系統登入
2024,假日開放討論室嗎？,開館時間與空間指引
2024,討論室預約,空間與設備
2024,我要推薦購買,資源推薦購買
2024,借閱冊數,借還書與流通服務
2024,小書僮,客服機機人
2024,完全我也可以參考一下,其他
2024,我不管，我餓,其他
2024,如何閱讀微縮片資料?,設備與空間
2024,如何找書,館藏查詢
2024,設世界閱讀日的目的是什麼,圖書館推廣與展演活動
2024,為什麼要設世界閱讀日,圖書館推廣與展演活動
2024,真相的地名是什麼,其他
2024,真相是什麼,其他
2024,X先生,其他
2024,圖書館實境解謎,圖書館推廣與展演活動
2024,想請問閱讀日的活動~,圖書館推廣與展演活動
2024,呼叫小Q,客服機機人
2024,呼叫小,客服機機人
2024,呼叫小Q,客服機機人
2024,校友借書,校外人士與校友服務
2024,呼叫小Q,客服機機人
2024,呼叫小Q,客服機機人
2024,尋找小Q,客服機機人
2024,尋找小Q,客服機機人
2024,呼叫小Ｑ,客服機機人
2024,X先生去哪了,其他
2024,呼叫小Q,客服機機人
2024,呼叫小Q,客服機機人
2024,校外人士進館,校外人士與校友服務
2024,如何查找電子資料庫、期刊,電子資源與系統登入
2024,我要找英文商務資料庫,幫忙找資料
2024,如何查找電子資料庫、期刊,電子資源與系統登入
2024,雲端圖書館自動化系統,行政庶務
2024,我要找英文商務資料庫,幫忙找資料
2024,討論室預約,空間與設備
2024,呼叫小Ｑ,客服機機人
2024,優三圖書互借服務,借還書與流通服務
2024,學位論文上傳說明會,學位論文與比對系統
2024,4/29說明會的簡報和錄影檔,圖書館推廣與展演活動
2024,紙本學位論文延後公開,學位論文與比對系統
2024,請問4/29說明會的簡報和錄影檔什麼時候可以下載，目前好像不能下載,學位論文與比對系統
2024,借還書規則,借還書與流通服務
2024,呼叫小Ｑ,客服機機人
2024,呼叫小Q,客服機機人
2024,呼叫小Q,客服機機人
2024,幾樓借書,開館時間與空間指引
2024,學位論文比對,學位論文與比對系統
2024,無法續借,借還書與流通服務
2024,校友借書,校外人士與校友服務
2024,無法續借,借還書與流通服務
2024,學生可以推薦嗎,資源推薦購買
2024,建議買書,資源推薦購買
2024,淡江借書可以銘傳還嗎,借還書與流通服務
2024,淡江借書可以在銘傳還嗎,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,學位論文提交,學位論文與比對系統
2024,開館日期及時間,開館時間與空間指引
2024,您好 請問書籍歸還後 如果後面沒有預約者 可以直接再續借嗎,借還書與流通服務
2024,校外人士進館,校外人士與校友服務
2024,借書後可以馬上辦理續借嗎？,借還書與流通服務
2024,您好 請問書籍歸還後 如果後面沒有預約者 可以直接再續借嗎,借還書與流通服務
2024,尋找論文,館藏查詢
2024,哪邊登入,電子資源與系統登入
2024,開館日期及時間,開館時間與空間指引
2024,校友可以使用電子資源嗎?,校外人士與校友服務
2024,辦理借書證,校外人士與校友服務
2024,校外人士進館,校外人士與校友服務
2024,Turnitin論文比對系統 請問提交玩多久可以知道結果,學位論文與比對系統
2024,到了非書資料室要怎麼借光碟呢,借還書與流通服務
2024,非書資料,借還書與流通服務
2024,校友可以使用電子資源嗎?,校外人士與校友服務
2024,校外人士進館,校外人士與校友服務
2024,校外人士進館,校外人士與校友服務
2024,校友借書,校外人士與校友服務
2024,校友可以使用電子資源嗎?,校外人士與校友服務
2024,拍影片,行政庶務
2024,討論室預約,空間與設備
2024,圖書館可以拍攝照片或錄影嗎？,空間與設備
2024,Hyread怎麼登入,電子資源與系統登入
2024,我借的書為什麼不能續借？,借還書與流通服務
2024,為什麼我所有續借只能到4月30日,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,學位論文提交,學位論文與比對系統
2024,學位論文比對,學位論文與比對系統
2024,學位論文比對,學位論文與比對系統
2024,學位論文比對,學位論文與比對系統
2024,借還書規則,借還書與流通服務
2024,校史館開館時間,開館時間與空間指引
2024,校外人士進館,校外人士與校友服務
2024,辦理借書證,校外人士與校友服務
2024,開館日期及時間,開館時間與空間指引
2024,誰是小Q,客服機機人
2024,館際借書與複印,借還書與流通服務
2024,呼叫小Q,客服機機人
2024,隨便打,其他
2024,開館日期及時間,開館時間與空間指引
2024,怎麼還書,借還書與流通服務
2024,論文中英文摘要撰寫表單,學位論文與比對系統
2024,學位論文提交,學位論文與比對系統
2024,如何借預約書,借還書與流通服務
2024,呼叫小Q,客服機機人
2024,任務提示,客服機機人
2024,日本推理文學,幫忙找資料
2024,Ｘ先生,其他
2024,ˊ竟解謎,圖書館推廣與展演活動
2024,圖書館實境解謎,圖書館推廣與展演活動
2024,這什麼? 《藪の中》(竹藪中)桌遊,圖書館推廣與展演活動
2024,呼叫小Q,客服機機人
2024,沒有收到Turnitin的註冊信,電子資源與系統登入
2024,校友借書,校外人士與校友服務
2024,借還書規則,借還書與流通服務
2024,辦理借書證,校外人士與校友服務
2024,呼叫小Q,客服機機人
2024,呼叫小Q,客服機機人
2024,入館拍攝,行政庶務
2024,尋找X先生,其他
2024,呼叫小Q,客服機機人
2024,小Q是誰,客服機機人
2024,小Q是誰,客服機機人
2024,小Q是誰,客服機機人
2024,討論室預約,空間與設備
2024,開館日期及時間,開館時間與空間指引
2024,校外人士進館,校外人士與校友服務
2024,校史館開館時間,開館時間與空間指引
2024,校外人士進館,校外人士與校友服務
2024,怎麼借書,借還書與流通服務
2024,誰是小Q,客服機機人
2024,呼叫小Q,客服機機人
2024,館際借書與複印,借還書與流通服務
2024,呼叫小Ｑ,客服機機人
2024,開館日期及時間,開館時間與空間指引
2024,Ieee,電子資源與系統登入
2024,學位論文比對,學位論文與比對系統
2024,比對要多久,學位論文與比對系統
2024,學位論文比對,學位論文與比對系統
2024,呼叫小Q,客服機機人
2024,小書僮,客服機機人
2024,可以給解謎的提示嗎,圖書館推廣與展演活動
2024,呼叫小Q,客服機機人
2024,小Q是誰,客服機機人
2024,學位論文提交,學位論文與比對系統
2024,學位論文浮水印,學位論文與比對系統
2024,學位論文撰寫格式,學位論文與比對系統
2024,學位論文上傳說明會,學位論文與比對系統
2024,呼叫小Q,客服機機人
2024,請問x先生在那,其他
2024,呼叫小Q,客服機機人
2024,如何查找電子資料庫、期刊,電子資源與系統登入
